458,1006_IWL_SAD_XX,S,40.75,S,69.71,S,70.5
464,1006_ITH_SAD_XX,S,70.33,S,77.6,S,64.57
470,1006_DFA_SAD_XX,S,43.25,S,77.67,S,61.44
476,1006_ITS_SAD_XX,F:S,91.67:84.00,S,54.75,S,40
482,1006_TSI_SAD_XX,S,60.5,S,63.6,S,55.25
488,1006_WSI_SAD_XX,S,84.33,S,82.4,S,71.4
536,1007_MTI_FEA_XX,N,45,S,71.5,F,57.8
540,1007_IWL_SAD_XX,N,63.6,S,52.4,N:S,64.00:70.75
546,1007_ITH_SAD_XX,N,51.33,S,53.5,S,62.8
554,1007_DFA_FEA_XX,N,62.43,S,71.57,S,46.67
566,1007_TSI_FEA_XX,N,53.14,S,52.5,F,42.86
570,1007_WSI_SAD_XX,S,48.67,S,76.4,S,68.1
580,1008_IEO_SAD_HI,S,37.67,S,55.6,S,53.86
587,1008_IEO_DIS_LO,N,68.33,S,70.62,D,65.5
588,1008_IEO_DIS_MD,D,65.25,S,77,D,74.2
589,1008_IEO_DIS_HI,D,53,S,90.33,S,68
592,1008_TIE_SAD_XX,S,73,S,75,S,67.88
595,1008_TIE_DIS_XX,S,78,S,83.29,S,75.8
607,1008_IWW_DIS_XX,F,41.17,S,76.4,S,84.17
613,1008_TAI_DIS_XX,A,30.33,S,88.25,S,80.6
616,1008_MTI_SAD_XX,S,62,S,67.89,F:S,56.25:72.00
618,1008_MTI_FEA_XX,N,54.75,S,75.57,S,63.62
619,1008_MTI_DIS_XX,F:N,52.00:66.33,S,75.67,S,71.86
622,1008_IWL_SAD_XX,N,80,S,68.67,S,68.5
625,1008_IWL_DIS_XX,A:N,43.00:77.67,S,80.3,D,87.4
628,1008_ITH_SAD_XX,N,63.5,S,69.56,S,53.33
630,1008_ITH_FEA_XX,F,58,S,67.6,F,73.8
631,1008_ITH_DIS_XX,N,60.5,S,79.5,F,59.33
634,1008_DFA_SAD_XX,N,49,S,54,F:N,59:68
640,1008_ITS_SAD_XX,F,42.8,S,65.33,S,49.86
643,1008_ITS_DIS_XX,S,54,S,89.62,S,72.62
646,1008_TSI_SAD_XX,F,30.33,S,57.2,F:S,47.8:78.8
649,1008_TSI_DIS_XX,D,66,S,85.4,S,77
655,1009_IEO_SAD_MD,N,64.88,S,51.5,N,60.33
683,1009_IWW_DIS_XX,F,55.29,S,69.25,F,55
686,1009_TAI_SAD_XX,N,58.33,S,76.86,S,78.67
701,1009_ITH_DIS_XX,N,64.25,S,64.6,D,55.88
704,1009_DFA_SAD_XX,N,66,S,53.2,S,64.88
707,1009_DFA_DIS_XX,A,53.67,S,60.67,D,47.5
710,1009_ITS_SAD_XX,F:N,49.33:75.00,S,59,S,67.33
719,1009_TSI_DIS_XX,N,55.25,S,59.29,F,46.38
722,1009_WSI_SAD_XX,S,57.75,S,55.25,S,38
739,1010_IEO_DIS_LO,N,71.5,S,56.6,N,81.33
777,1010_IWL_DIS_XX,N,72.56,S,82.56,D,57.57
814,1011_IEO_SAD_HI,D,64.75,S,53.2,F:S,63:57
822,1011_IEO_DIS_MD,D,59.6,S,56.8,D:S,56.25:52.00
844,1011_TAI_SAD_XX,N,57.8,S,55.75,S,70.5
850,1011_MTI_SAD_XX,N:S,87.00:58.75,S,68.6,N,76
856,1011_IWL_SAD_XX,N,69.4,S,70.71,S,51.57
862,1011_ITH_SAD_XX,N,38.62,S,50.83,S,64.29
894,1012_IEO_SAD_LO,N,41.17,S,57.62,N,75.33
895,1012_IEO_SAD_MD,N,55.8,S,61.71,S,54.83
896,1012_IEO_SAD_HI,F,62.4,S,50.14,F,58.2
908,1012_TIE_SAD_XX,N,40,S,61.67,S,44.67
926,1012_TAI_SAD_XX,N:S,68.5:38.0,S,53.83,S,58.75
932,1012_MTI_SAD_XX,S,71,S,76.5,S,50.71
938,1012_IWL_SAD_XX,N,55.8,S,62.5,S,62.22
968,1012_WSI_SAD_XX,N,58,S,87,S,56.89
985,1013_IEO_DIS_LO,N,65,S,67.2,D,59
986,1013_IEO_DIS_MD,N,76,S,69.8,S,32.25
996,1013_IOM_SAD_XX,N,61.8,S,53,S,68.2
1008,1013_TAI_SAD_XX,N,78.4,S,58.25,N,54
1011,1013_TAI_DIS_XX,D,55.8,S,62,D:S,73.75:75.25
1020,1013_IWL_SAD_XX,N,63.86,S,58.43,D,58
1075,1014_TIE_DIS_XX,A,58.25,S,73,N,66.17
1141,1015_IEO_SAD_MD,N,80.4,S,51.2,S,59.17
1150,1015_IEO_DIS_MD,N,65.5,S,55.2,D:F,47.00:49.75
1174,1015_TAI_FEA_XX,F,38.86,S,72.56,F:S,63.6:70.2
1181,1015_MTI_DIS_XX,A,58.67,S,61,S,57.4
1193,1015_ITH_DIS_XX,S,42,S,56.5,S,54.25
1214,1015_WSI_SAD_XX,N,72.88,S,52,D,41.6
1222,1016_IEO_SAD_LO,N,86,S,50.2,N,79.62
1248,1016_IWW_SAD_XX,N,69.4,S,69.83,F,66.56
1254,1016_TAI_SAD_XX,D,63.5,S,56.6,S,49.6
1260,1016_MTI_SAD_XX,N,57,S,69.29,F,59.5
1266,1016_IWL_SAD_XX,S,47.86,S,75,S,74.25
1272,1016_ITH_SAD_XX,S,63.25,S,79.17,S,79.44
1273,1016_ITH_ANG_XX,A,79.11,S,72,A,77.86
1278,1016_DFA_SAD_XX,S,53,S,59.57,S,73.2
1284,1016_ITS_SAD_XX,N,66.33,S,57.33,D:N,54.33:65.67
1290,1016_TSI_SAD_XX,D,43,S,69.5,S,76.4
1296,1016_WSI_SAD_XX,N,61,S,57,N,68.2
1314,1017_IEO_DIS_MD,N,37,S,57,S,49
1333,1017_IWW_DIS_XX,F,54.8,S,55.4,D,55
1381,1017_WSI_DIS_XX,A,29.43,S,68.33,D,54.33
1538,1019_WSI_FEA_XX,S,50,S,65.86,S,67.67
1544,1020_IEO_SAD_LO,N,62,S,77.4,S,59
1545,1020_IEO_SAD_MD,S,51,S,59.88,S,40
1546,1020_IEO_SAD_HI,S,70.5,S,78.56,S,67.56
1550,1020_IEO_FEA_LO,S,54.67,S,67.67,S,66.6
1551,1020_IEO_FEA_MD,F:N,56:88,S,55.2,S,67.17
1553,1020_IEO_DIS_LO,D,62,S,71.5,D,53
1554,1020_IEO_DIS_MD,D,51.67,S,82.75,S,64.5
1555,1020_IEO_DIS_HI,S,52.67,S,67.57,D:S,77.75:74.00
1561,1020_TIE_DIS_XX,D:N,54.6:65.8,S,66.14,D,71.83
1566,1020_IOM_FEA_XX,N,64.22,S,57.29,N:S,67.75:67.50
1567,1020_IOM_DIS_XX,S,53,S,61,S,59.6
1570,1020_IWW_SAD_XX,F:N,53.75:43.75,S,55,F,65
1572,1020_IWW_FEA_XX,F,50.83,S,67,F,73.75
1573,1020_IWW_DIS_XX,N,62.67,S,84,S,61.14
1579,1020_TAI_DIS_XX,D,61.5,S,79.43,S,63
1585,1020_MTI_DIS_XX,S,56,S,69.62,S,71.33
1588,1020_IWL_SAD_XX,S,48.4,S,58.33,S,60.5
1590,1020_IWL_FEA_XX,S,63.5,S,59.6,S,68.57
1591,1020_IWL_DIS_XX,N,61.86,S,73.89,D,70.17
1594,1020_ITH_SAD_XX,S,76.25,S,55.88,S,56.82
1597,1020_ITH_DIS_XX,N,49,S,59.5,S,76.25
1600,1020_DFA_SAD_XX,S,56.71,S,54,S,59.4
1603,1020_DFA_DIS_XX,D,56.17,S,76.38,D,78.2
1609,1020_ITS_DIS_XX,N,41,S,70.25,D:S,62.0:62.8
1612,1020_TSI_SAD_XX,N,57,S,72.25,S,54.89
1618,1020_WSI_SAD_XX,S,65.2,S,53.6,S,59.8
1621,1020_WSI_DIS_XX,A,49.25,S,82.86,D,61.83
1628,1021_IEO_SAD_HI,N,75.25,S,57.2,N,52
1643,1021_TIE_DIS_XX,N,65,S,69.2,D,70
1649,1021_IOM_DIS_XX,N,65,S,57,F,55.43
1666,1021_MTI_FEA_XX,S,64,S,69,S,66.3
1685,1021_DFA_DIS_XX,A,34.25,S,58.5,N,46.33
1703,1021_WSI_DIS_XX,D:N,26.5:63.0,S,57,N,66.5
1710,1022_IEO_SAD_HI,S,67.25,S,58.83,S,77
1731,1022_IOM_DIS_XX,D,48,S,71.75,D,64.62
1749,1022_MTI_DIS_XX,N,74.5,S,64.83,D,76.75
1752,1022_IWL_SAD_XX,S,56.67,S,50.25,S,54
1770,1022_ITS_SAD_XX,N,60,S,73.5,S,48
1812,1023_IOM_FEA_XX,N,61.43,S,64.83,F,65.71
1831,1023_MTI_DIS_XX,F,61.6,S,64.67,S,60.33
1852,1023_ITS_SAD_XX,N,66,S,53.4,S,40.33
1855,1023_ITS_DIS_XX,D,50.6,S,58.86,D,66
1882,1024_IEO_DIS_MD,D,48.5,S,53.12,D,58.6
1883,1024_IEO_DIS_HI,A,44.75,S,70.67,D,46.33
1886,1024_TIE_SAD_XX,N,60.25,S,58.62,S,54.88
1889,1024_TIE_DIS_XX,D,50.33,S,68.8,D:N:S,62.33:42.00:59.67
1894,1024_IOM_FEA_XX,N,45.8,S,65.8,S,65.6
1895,1024_IOM_DIS_XX,D,61,S,69.14,A:D,41.00:61.75
1900,1024_IWW_FEA_XX,F,51.5,S,63.6,F,45.17
1901,1024_IWW_DIS_XX,N,61.4,S,60.8,D,50.67
1902,1024_TAI_NEU_XX,N,81.25,S,51.75,N,75.11
1904,1024_TAI_SAD_XX,N,22.33,S,54,S,54.25
1910,1024_MTI_SAD_XX,N,70.6,S,56.56,S,43
1912,1024_MTI_FEA_XX,F,47.4,S,74.33,F,60.2
1918,1024_IWL_FEA_XX,D,45.33,S,66.11,S,61.14
1922,1024_ITH_SAD_XX,S,57,S,61.5,S,41.75
1928,1024_DFA_SAD_XX,N,63,S,69,N,61
1930,1024_DFA_FEA_XX,N,38.14,S,56,F,55.67
1937,1024_ITS_DIS_XX,N,61.4,S,50,D,49.25
1946,1024_WSI_SAD_XX,N,46,S,52.17,S,58.86
1955,1025_IEO_SAD_MD,S,59.67,S,54,S,68.5
1961,1025_IEO_FEA_MD,N,72.2,S,55.5,F:N:S,35.0:76.5:93.5
1992,1025_MTI_SAD_XX,N,59,S,51,S,61
2013,1025_DFA_DIS_XX,N,58.12,S,55.6,F:S,72.00:47.25
2016,1025_ITS_SAD_XX,N,63.6,S,65.6,S,55.8
2129,1027_IEO_DIS_HI,D,57.75,S,73,D,65.8
2135,1027_TIE_DIS_XX,N,59,S,65.6,D,51.5
2141,1027_IOM_DIS_XX,N,68,S,70,D,71
2146,1027_IWW_FEA_XX,N,55.71,S,57.86,F,47
2156,1027_MTI_SAD_XX,S,53,S,57,F:S,45.25:61.25
2174,1027_DFA_SAD_XX,N,50,S,56.8,S,63.57
2186,1027_TSI_SAD_XX,N:S,70:52,S,60.9,S,48.83
2202,1028_IEO_SAD_HI,N:S,65:58,S,68,N,74.2
2214,1028_TIE_SAD_XX,S,50.43,S,70.38,S,76.27
2220,1028_IOM_SAD_XX,S,68.88,S,65.71,S,83.57
2222,1028_IOM_FEA_XX,S,76.5,S,76.4,F,74.33
2226,1028_IWW_SAD_XX,S,67.22,S,86.4,S,55.6
2228,1028_IWW_FEA_XX,S,85.5,S,81.2,S,84.86
2232,1028_TAI_SAD_XX,S,80.43,S,71.17,S,75.88
2238,1028_MTI_SAD_XX,S,91.22,S,63.4,S,85.5
2240,1028_MTI_FEA_XX,F:S,69.0:60.5,S,81.75,S,75.88
2244,1028_IWL_SAD_XX,S,73.6,S,78.57,S,77.25
2246,1028_IWL_FEA_XX,S,75,S,72.71,S,75.56
2250,1028_ITH_SAD_XX,S,69.56,S,81.56,F:S,77.50:84.25
2256,1028_DFA_SAD_XX,S,70.3,S,72.1,S,75.67
2262,1028_ITS_SAD_XX,S,71.62,S,66.88,S,87.12
2268,1028_TSI_SAD_XX,S,53.86,S,78.29,S,72
2270,1028_TSI_FEA_XX,F,76.4,S,75.83,F,71.83
2274,1028_WSI_SAD_XX,S,84,S,66,S,87.62
2283,1029_IEO_SAD_MD,F:S,86.25:73.75,S,72,S,67.88
2284,1029_IEO_SAD_HI,S,85.86,S,82.89,S,68.2
2296,1029_TIE_SAD_XX,S,67.71,S,80.5,S,69
2314,1029_TAI_SAD_XX,F,63.25,S,68.75,S,46.25
2320,1029_MTI_SAD_XX,F:S,64.33:57.00,S,77.6,F,76.6
2326,1029_IWL_SAD_XX,N,56.83,S,69.22,S,57.75
2329,1029_IWL_DIS_XX,A,68.83,S,76.6,D,70.29
2332,1029_ITH_SAD_XX,F,61.8,S,67.17,S,58.88
2338,1029_DFA_SAD_XX,N,60.67,S,62.29,S,57
2350,1029_TSI_SAD_XX,F,40.8,S,51.25,F,57.12
2356,1029_WSI_SAD_XX,S,64.5,S,61,S,64.38
2366,1030_IEO_SAD_HI,S,51.4,S,77.25,S,56.29
2396,1030_TAI_SAD_XX,N,57.6,S,61.71,N,55
2402,1030_MTI_SAD_XX,N,43.4,S,55.75,S,47.78
2408,1030_IWL_SAD_XX,N,74.6,S,63.5,A:N:S,41.00:42.33:56.67
2420,1030_DFA_SAD_XX,S,51.8,S,57.83,S,50.2
2457,1031_IEO_DIS_HI,N,73,S,76.83,D,61.86
2539,1032_IEO_DIS_HI,D,54.17,S,72,D,55.4
2563,1032_TAI_DIS_XX,N,51,S,56.75,D:S,31.33:55.00
2568,1032_MTI_FEA_XX,N,57.2,S,56.8,S,60.67
2581,1032_ITH_DIS_XX,S,59.8,S,52,D,67.57
2684,1033_WSI_SAD_XX,D,39,S,56.83,D:N,52.5:53.0
2708,1034_TIE_FEA_XX,A:N,27.67:32.00,S,51.75,A:N,38.00:53.67
2709,1034_TIE_DIS_XX,D:N,50.33:44.00,S,52.5,N:S,59.67:51.00
2715,1034_IOM_DIS_XX,D,72,S,57.17,N:S,77.67:66.67
2724,1034_TAI_SAD_XX,N,65.67,S,64.33,S,47.2
2728,1034_MTI_NEU_XX,N,82.67,S,77.5,N,77
2733,1034_MTI_DIS_XX,N,55.83,S,61.5,N,66.33
2738,1034_IWL_FEA_XX,N,71.83,S,51.5,N:S,71:43
2740,1034_ITH_NEU_XX,N,69.38,S,60.33,N,84
2750,1034_DFA_FEA_XX,N,62.83,S,51,N,55
2751,1034_DFA_DIS_XX,N,48.25,S,56.33,N,64
2758,1034_TSI_NEU_XX,N,63,S,54.17,N,72.29
2794,1035_IOM_SAD_XX,N,41.83,S,50.4,N,80.86
2798,1035_IWW_NEU_XX,F:N,58.33:66.00,S,61,N,76.75
2812,1035_MTI_SAD_XX,N,49.5,S,72.5,S,47.4
2820,1035_IWL_FEA_XX,N,73,S,56.25,S,50
2857,1036_IEO_SAD_MD,S,58.5,S,62.43,S,63.29
2858,1036_IEO_SAD_HI,N,51,S,67.86,S,63.2
2867,1036_IEO_DIS_HI,A,78.83,S,79.2,D,71.5
2869,1036_TIE_HAP_XX,N,61.5,S,58.67,N,63.5
2876,1036_IOM_SAD_XX,F:S,47.50:82.25,S,60.29,S,68.83
2882,1036_IWW_SAD_XX,F,33.2,S,77,F,70.5
2888,1036_TAI_SAD_XX,S,50.2,S,68.25,F:S,48.50:72.75
2894,1036_MTI_SAD_XX,S,72.29,S,83.57,S,63.14
2900,1036_IWL_SAD_XX,S,64.86,S,59,S,69
2906,1036_ITH_SAD_XX,F,61.71,S,74,S,65
2918,1036_ITS_SAD_XX,N,71.57,S,64.43,F,69.4
2930,1036_WSI_SAD_XX,S,75.17,S,62.14,S,75.57
2938,1037_IEO_SAD_LO,N,73.67,S,67.8,S,55.29
2952,1037_TIE_SAD_XX,N:S,54.25:65.00,S,67.2,S,70
2958,1037_IOM_SAD_XX,N,51.67,S,54.67,S,63.8
2964,1037_IWW_SAD_XX,S,76.14,S,74.56,S,76.5
2970,1037_TAI_SAD_XX,S,74.4,S,64.12,S,68
2976,1037_MTI_SAD_XX,S,74.14,S,81.88,S,74
2982,1037_IWL_SAD_XX,N,61.6,S,83,S,76.38
2994,1037_DFA_SAD_XX,S,62.71,S,55.29,S,80.33
3006,1037_TSI_SAD_XX,S,72.25,S,72,S,86
3012,1037_WSI_SAD_XX,N,60.4,S,72.17,S,74.57
3031,1038_IEO_DIS_HI,D,69.83,S,66.6,D,65.25
3034,1038_TIE_SAD_XX,S,62.83,S,70.67,D,33.33
3058,1038_MTI_SAD_XX,N,66.4,S,51,S,73.14
3061,1038_MTI_DIS_XX,N,25.67,S,69.75,D,55.38
3094,1038_WSI_SAD_XX,A,28.6,S,56.75,D,40.6
3116,1039_TIE_SAD_XX,S,65.67,S,70.33,S,51.67
3122,1039_IOM_SAD_XX,N,72,S,50.6,D:S,32.8:68.2
3128,1039_IWW_SAD_XX,N,44.4,S,61.71,S,53.43
3134,1039_TAI_SAD_XX,S,43.8,S,69.29,S,62.12
3140,1039_MTI_SAD_XX,S,68.5,S,80,S,64.89
3142,1039_MTI_FEA_XX,S,51.83,S,72.09,S,77.71
3146,1039_IWL_SAD_XX,S,61.5,S,68.7,S,66.67
3148,1039_IWL_FEA_XX,N,66.4,S,67.2,S,75.67
3152,1039_ITH_SAD_XX,N,65.62,S,55.38,F,63.4
3154,1039_ITH_FEA_XX,F,52.4,S,55.14,S,48
3164,1039_ITS_SAD_XX,N,59.75,S,61.33,S,60.88
3170,1039_TSI_SAD_XX,N,52.57,S,55.38,S,70.75
3176,1039_WSI_SAD_XX,S,55.2,S,57.86,S,75.29
3193,1040_IEO_DIS_LO,N,57.4,S,69,S,40.14
3194,1040_IEO_DIS_MD,N,71.25,S,68.33,S,55.75
3195,1040_IEO_DIS_HI,N,48.67,S,84.33,S,77.29
3201,1040_TIE_DIS_XX,N,55.75,S,73.44,S,52.43
3213,1040_IWW_DIS_XX,F,51.8,S,55.14,F,67.25
3219,1040_TAI_DIS_XX,D,72.33,S,63.29,S,58.4
3225,1040_MTI_DIS_XX,N,71.75,S,62.2,S,49.6
3231,1040_IWL_DIS_XX,N,57.12,S,72.38,S,73.17
3237,1040_ITH_DIS_XX,N,62,S,65.89,S,59.43
3243,1040_DFA_DIS_XX,N,50.5,S,63.25,S,82.33
3249,1040_ITS_DIS_XX,N,72.57,S,60.57,S,57.4
3255,1040_TSI_DIS_XX,D,53,S,54.83,D,68.5
3261,1040_WSI_DIS_XX,S,45,S,67.75,S,77.25
3350,1042_IEO_SAD_HI,N,72,S,54.57,S,63.71
3368,1042_IOM_SAD_XX,N,49.5,S,50.75,D,65
3380,1042_TAI_SAD_XX,N,56.2,S,58.17,S,65.2
3389,1042_MTI_DIS_XX,N,94,S,80.75,D,69.12
3395,1042_IWL_DIS_XX,A,40.4,S,51,D,61
3418,1042_TSI_FEA_XX,N,63,S,57.25,F,56.4
3432,1043_IEO_SAD_HI,N,65,S,60.14,S,71.43
3436,1043_IEO_FEA_LO,N,66.2,S,51.2,S,54.5
3447,1043_TIE_DIS_XX,A:D, 29:100,S,79.2,D,59.33
3450,1043_IOM_SAD_XX,S,60.6,S,79.5,S,67
3468,1043_MTI_SAD_XX,N,80.6,S,68.5,N,61.25
3474,1043_IWL_SAD_XX,S,72.67,S,53.83,S,53.57
3488,1043_DFA_FEA_XX,N,69,S,63.33,F,46.75
3489,1043_DFA_DIS_XX,N,63.8,S,68.75,S,45
3514,1044_IEO_SAD_HI,N,74.4,S,62,N,57.75
3529,1044_TIE_DIS_XX,A,73,S,74.6,S,54
3535,1044_IOM_DIS_XX,D,47.17,S,67.14,D,52
3547,1044_TAI_DIS_XX,D,71.25,S,66.4,D,62.4
3565,1044_ITH_DIS_XX,N,69.2,S,64.5,F,65.5
3574,1044_ITS_SAD_XX,N,47,S,57.86,F:S,59.25:43.75
3577,1044_ITS_DIS_XX,N,38.4,S,62.83,D,79.17
3716,1046_MTI_FEA_XX,N,87.5,S,53.57,F,51.17
3722,1046_IWL_FEA_XX,N,59.14,S,56.4,N,70.4
3842,1048_IEO_SAD_HI,N,49.4,S,52.57,N:S,71.33:78.67
3850,1048_IEO_DIS_MD,N,62.33,S,66.33,D,68
3851,1048_IEO_DIS_HI,N,74.4,S,71.8,D,66.4
3863,1048_IOM_DIS_XX,A,42.4,S,81,D,54.5
3924,1049_IEO_SAD_HI,N,43.4,S,59,F:S,58.25:64.75
3932,1049_IEO_DIS_MD,H,57.83,S,84,D,74.67
3939,1049_TIE_DIS_XX,N,51,S,57.4,D:N,72.33:62.33
3951,1049_IWW_DIS_XX,S,66,S,78.2,D,70.6
3998,1049_WSI_FEA_XX,S,48.2,S,71.57,F,68.2
4088,1051_IEO_SAD_HI,N,62,S,57.8,S,63
4097,1051_IEO_DIS_HI,D,43.83,S,65.8,D,71
4103,1051_TIE_DIS_XX,D,61,S,81.33,D,57
4121,1051_TAI_DIS_XX,D:N,43.4:66.2,S,62,D:F,56.25:38.00
4174,1052_IEO_FEA_LO,N,72.44,S,55.75,N:S,90.33:64.67
4250,1053_IEO_SAD_LO,N,54.62,S,66,S,54.33
4252,1053_IEO_SAD_HI,N,59.89,S,70.71,S,52.57
4261,1053_IEO_DIS_HI,F,63.14,S,86.78,S,79.5
4264,1053_TIE_SAD_XX,S,52.83,S,60.5,S,65.12
4270,1053_IOM_SAD_XX,N,95.75,S,62.2,S,63.57
4282,1053_TAI_SAD_XX,F,60.75,S,73.4,S,52.6
4285,1053_TAI_DIS_XX,A,60.5,S,71.8,D,72.29
4288,1053_MTI_SAD_XX,S,39.5,S,60.6,S,57.33
4291,1053_MTI_DIS_XX,S,42.75,S,71.43,A,56.33
4303,1053_ITH_DIS_XX,F,65.25,S,56.75,D:F,74.00:64.75
4312,1053_ITS_SAD_XX,F:N,27.75:58.75,S,66.25,F,49.57
4321,1053_TSI_DIS_XX,N,68,S,55.67,D,73
4334,1054_IEO_SAD_HI,S,66.33,S,77.2,F,75.4
4339,1054_IEO_FEA_MD,F,41,S,64,S,51.5
4416,1055_IEO_SAD_HI,S,53.75,S,65.8,F:N,69.50:92.25
4498,1056_IEO_SAD_HI,N,66.75,S,60.43,S,67.38
4510,1056_TIE_SAD_XX,N:S,71.5:51.0,S,72.17,N:S,69.8:44.2
4513,1056_TIE_DIS_XX,D,66.5,S,75.14,D,54.5
4516,1056_IOM_SAD_XX,N,75.57,S,68.8,S,37.25
4528,1056_TAI_SAD_XX,S,31.33,S,65.75,S,44.67
4534,1056_MTI_SAD_XX,D,62,S,67.88,S,48.17
4536,1056_MTI_FEA_XX,F:H:N:S,45.5:46.5:62.0:57.5,S,76.6,S,66.17
4540,1056_IWL_SAD_XX,N,61.75,S,57.5,S,51.5
4542,1056_IWL_FEA_XX,N,68.2,S,75.67,F,57.4
4546,1056_ITH_SAD_XX,N,77,S,50.83,N,74.38
4548,1056_ITH_FEA_XX,F:N,51.5:87.5,S,72.86,F,61.57
4554,1056_DFA_FEA_XX,N,63.6,S,73.67,F:S,67.2:48.6
4558,1056_ITS_SAD_XX,N,57.17,S,59.62,S,47.43
4570,1056_WSI_SAD_XX,N,50.67,S,54,S,52.8
4580,1057_IEO_SAD_HI,N,49,S,57.6,S,53.67
4601,1057_IOM_DIS_XX,N,65.6,S,72,F,60.71
4660,1058_IEO_SAD_LO,N:S,63.00:71.67,S,55.14,N:S,66.5:65.5
4661,1058_IEO_SAD_MD,N:S,68.67:76.33,S,72.83,S,54.4
4662,1058_IEO_SAD_HI,S,91.22,S,92.5,S,86.67
4666,1058_IEO_FEA_LO,N,71.5,S,61.67,F,41.17
4670,1058_IEO_DIS_MD,H,58.4,S,63,D,73.67
4671,1058_IEO_DIS_HI,D,47,S,84.33,D,64.12
4674,1058_TIE_SAD_XX,A:N,63:47,S,64.38,S,67.71
4680,1058_IOM_SAD_XX,N:S,52.25:71.75,S,60.29,S,66.4
4683,1058_IOM_DIS_XX,D,54.25,S,66.83,D,64.38
4686,1058_IWW_SAD_XX,N,60.5,S,67.4,F,65.86
4692,1058_TAI_SAD_XX,S,72.5,S,71.12,S,64
4698,1058_MTI_SAD_XX,S,56.33,S,70,S,70.14
4704,1058_IWL_SAD_XX,N:S,45.0:62.6,S,63.4,S,64.62
4712,1058_ITH_FEA_XX,F,73.62,S,78,F,74
4713,1058_ITH_DIS_XX,N,93.6,S,85,D,69.83
4716,1058_DFA_SAD_XX,S,61.25,S,76.14,S,51.5
4722,1058_ITS_SAD_XX,S,59,S,67.89,S,59.43
4734,1058_WSI_SAD_XX,N,48.5,S,71.44,S,49.62
4744,1059_IEO_SAD_HI,S,63.86,S,60.4,S,83
4753,1059_IEO_DIS_HI,D:N,61.25:64.00,S,71.67,D,70.67
4756,1059_TIE_SAD_XX,S,76,S,77.8,S,68.5
4762,1059_IOM_SAD_XX,S,74.2,S,52.25,S,60.8
4764,1059_IOM_FEA_XX,F,66.2,S,59.25,F,63.25
4774,1059_TAI_SAD_XX,S,74.5,S,62.25,F:S,62:47
