571,1007_WSI_ANG_XX,A,70.67,A,67.5,A,86.45
583,1008_IEO_ANG_HI,A,88.7,A,90.78,A,80.44
593,1008_TIE_ANG_XX,A,80.78,A,85.22,A,81.38
605,1008_IWW_ANG_XX,A,56.71,A,74.29,A,68.67
611,1008_TAI_ANG_XX,A,78.2,A,79.11,A,82.12
623,1008_IWL_ANG_XX,A,50.43,A,75,A,73.8
629,1008_ITH_ANG_XX,A,74.5,A,68.78,A,48
635,1008_DFA_ANG_XX,A,57.4,A,66.29,A,71.78
641,1008_ITS_ANG_XX,A,72.5,A,70.2,A,61.11
647,1008_TSI_ANG_XX,A,83.67,A,71.43,A,67
653,1009_IEO_HAP_HI,A,79,H,81.4,H,83.1
658,1009_IEO_ANG_MD,A,73.12,A,62.5,A,62.86
659,1009_IEO_ANG_HI,A,84.33,A,84.5,A,70.11
661,1009_IEO_FEA_MD,A,66.5,F,57.5,F,69.33
665,1009_IEO_DIS_HI,A,78.38,D,74.4,D,64.17
675,1009_IOM_ANG_XX,A,53,A,71.12,A,69
681,1009_IWW_ANG_XX,A,69.5,A,76.56,A,66.5
687,1009_TAI_ANG_XX,A,60.6,A,56.38,A,84.71
693,1009_IWL_ANG_XX,A,80.83,H,55.5,A,52.5
705,1009_DFA_ANG_XX,A,50.29,A,54.75,A,71.67
707,1009_DFA_DIS_XX,A,53.67,S,60.67,D,47.5
711,1009_ITS_ANG_XX,A,71.2,A,70.2,A,68.86
717,1009_TSI_ANG_XX,A,82.56,A,81.7,A,83.56
723,1009_WSI_ANG_XX,A,80.67,A,75.7,A,85.4
724,1009_WSI_FEA_XX,A,79.5,F,74.56,F,74.25
735,1010_IEO_ANG_HI,A,86,A,81.75,A,88.9
741,1010_IEO_DIS_HI,A,72.75,D,65.8,D,52.88
757,1010_IWW_ANG_XX,A,66.5,A,68.33,A,68
763,1010_TAI_ANG_XX,A,78.5,A,55,A,72.14
775,1010_IWL_ANG_XX,A,76.12,A,69.12,A,64.8
799,1010_TSI_ANG_XX,A,62.83,A,66.2,A,74.33
805,1010_WSI_ANG_XX,A,50.62,A,73,A,85.88
806,1010_WSI_FEA_XX,A,58.29,F,61.4,A,51.4
815,1011_IEO_ANG_LO,A,50.83,D:N,65.33:78.00,D,57.83
816,1011_IEO_ANG_MD,A,72.33,A,65.67,A,71
817,1011_IEO_ANG_HI,A,76.6,A,77.6,A,82.64
820,1011_IEO_FEA_HI,A,72.67,F,55.71,F,83.2
823,1011_IEO_DIS_HI,A,56.33,D,78,D,79.27
845,1011_TAI_ANG_XX,A,60.2,A,68.86,A,70.62
851,1011_MTI_ANG_XX,A,58.83,A,59.71,A,66.14
869,1011_DFA_ANG_XX,A,67.11,A,69.71,A,76.33
881,1011_TSI_ANG_XX,A,61.2,A:D,56.0:60.8,A,57.86
887,1011_WSI_ANG_XX,A,74.86,A,63.12,A,59
899,1012_IEO_ANG_HI,A,85.25,A,69.11,A,77
909,1012_TIE_ANG_XX,A,52.86,A,51.17,A,49.71
915,1012_IOM_ANG_XX,A,57.6,H,47.25,A,62.86
939,1012_IWL_ANG_XX,A,52.29,A:F:H:N,35.0:34.5:54.0:74.0,A,66.12
945,1012_ITH_ANG_XX,A,63.29,A,52.8,A,69.67
951,1012_DFA_ANG_XX,A,64.9,A,54,A,56.78
969,1012_WSI_ANG_XX,A,54.9,N,64,A,50.73
979,1013_IEO_ANG_LO,A,59,N,64.43,A,49.43
980,1013_IEO_ANG_MD,A,60.8,A:D,47.25:65.75,A,55.11
981,1013_IEO_ANG_HI,A,85.5,A,84.17,A,83.3
991,1013_TIE_ANG_XX,A,90.67,A,81.78,A,71.7
997,1013_IOM_ANG_XX,A,77.78,A,71.55,A,78.4
1003,1013_IWW_ANG_XX,A,76.4,A,76,A,75.78
1009,1013_TAI_ANG_XX,A,87,A,72.11,A,91.67
1015,1013_MTI_ANG_XX,A,80.14,A,77.67,A,74.89
1021,1013_IWL_ANG_XX,A,80.27,A,82.9,A,82.5
1027,1013_ITH_ANG_XX,A,83.75,A,79.4,A,87
1033,1013_DFA_ANG_XX,A,81.1,A,76.09,A,90.6
1045,1013_TSI_ANG_XX,A,71.25,A,64.1,A,77.38
1051,1013_WSI_ANG_XX,A,82.44,A,77.36,A,92.89
1062,1014_IEO_ANG_MD,A,62.83,A:N,41:61,A,47.17
1063,1014_IEO_ANG_HI,A,86.25,A,70.5,A,81.45
1069,1014_IEO_DIS_HI,A,52.6,D,67,D,66
1071,1014_TIE_HAP_XX,A,59,H,75.5,H,61.4
1073,1014_TIE_ANG_XX,A,69.29,A,78.67,A,74.64
1075,1014_TIE_DIS_XX,A,58.25,S,73,N,66.17
1079,1014_IOM_ANG_XX,A,56.43,A:D,21.00:56.33,A,53.5
1085,1014_IWW_ANG_XX,A,68.71,A,61.14,A,70.71
1087,1014_IWW_DIS_XX,A,51.5,D,65.6,D,59.86
1091,1014_TAI_ANG_XX,A,66,A,57.43,A,62.25
1103,1014_IWL_ANG_XX,A,66.43,A,52,A,77.89
1115,1014_DFA_ANG_XX,A,67.25,A,52.86,A,70.88
1127,1014_TSI_ANG_XX,A,60.71,A,60,A,57
1133,1014_WSI_ANG_XX,A,68.56,A,39,A,69.9
1134,1014_WSI_FEA_XX,A,51.43,F,44.57,F,55.5
1145,1015_IEO_ANG_HI,A,79.89,A,87.88,A,62.33
1155,1015_TIE_ANG_XX,A,51,A,66.89,A,72.12
1173,1015_TAI_ANG_XX,A,53,A,71.4,A,79.67
1181,1015_MTI_DIS_XX,A,58.67,S,61,S,57.4
1185,1015_IWL_ANG_XX,A,57,A,54.56,A,59.88
1209,1015_TSI_ANG_XX,A,64.86,A,74.75,A,70
1227,1016_IEO_ANG_HI,A,82.57,A,62,A,84.89
1237,1016_TIE_ANG_XX,A,75.2,A,73.75,A,68.17
1238,1016_TIE_FEA_XX,A,62.6,N,85.33,F,52.86
1249,1016_IWW_ANG_XX,A,72.25,A:D,38.33:60.00,A,55
1261,1016_MTI_ANG_XX,A,73.4,D,51,A,55.5
1267,1016_IWL_ANG_XX,A,65.56,A,84,A,80.67
1268,1016_IWL_FEA_XX,A,51,F,76.2,F,58.25
1273,1016_ITH_ANG_XX,A,79.11,S,72,A,77.86
1279,1016_DFA_ANG_XX,A,75.44,A,66.62,A,77.11
1281,1016_DFA_DIS_XX,A,54.5,D,85.6,D,62.33
1285,1016_ITS_ANG_XX,A,69.83,A:N,59.33:60.00,A,72.38
1291,1016_TSI_ANG_XX,A,72.25,A,67.75,A,85.29
1297,1016_WSI_ANG_XX,A,76.89,A,60,A,72.2
1299,1016_WSI_DIS_XX,A,73.71,D,71.78,D,73.9
1327,1017_IOM_DIS_XX,A,59,D,51,A,48.75
1345,1017_MTI_DIS_XX,A,64.75,S,40.33,D:N,42:54
1377,1017_WSI_HAP_XX,A,60,H,56.25,H,64.71
1391,1018_IEO_ANG_HI,A,78.83,A,60.5,A,61.43
1401,1018_TIE_ANG_XX,A,63.8,A,75.57,A,68.8
1407,1018_IOM_ANG_XX,A,62.75,A,67.89,A,53.8
1413,1018_IWW_ANG_XX,A,56.17,N,59.2,A,59.83
1443,1018_DFA_ANG_XX,A,53.38,N,84,A,57
1455,1018_TSI_ANG_XX,A,61.5,A,26.4,A,55.14
1461,1018_WSI_ANG_XX,A,74.67,A:D,33.75:75.50,A,70.86
1471,1019_IEO_ANG_LO,A,67.78,N,66.5,A:D,37.00:47.67
1472,1019_IEO_ANG_MD,A,69.57,N,74.25,A,29.14
1473,1019_IEO_ANG_HI,A,79,A,54.5,A,81
1483,1019_TIE_ANG_XX,A,77,N,69.6,A,61.43
1489,1019_IOM_ANG_XX,A,53.83,A,53.12,A,45.75
1495,1019_IWW_ANG_XX,A,53.29,A:N,61.2:42.4,A,63.29
1501,1019_TAI_ANG_XX,A,59.33,A,48.38,A,57.38
1519,1019_DFA_ANG_XX,A,71,D,73.25,A,56.11
1531,1019_TSI_ANG_XX,A,60.5,A,30.4,A,64.57
1537,1019_WSI_ANG_XX,A,60.5,A,64.71,A,60.33
1548,1020_IEO_ANG_MD,A,50.33,N,66,A,60.25
1549,1020_IEO_ANG_HI,A,59.25,A,78.64,A,90.6
1601,1020_DFA_ANG_XX,A,54.5,A,79.6,A,66.12
1619,1020_WSI_ANG_XX,A,72.56,A,66.5,A,64.67
1630,1021_IEO_ANG_MD,A,50.86,N,81.29,A,40.17
1631,1021_IEO_ANG_HI,A,66.25,A,51.67,A,74.44
1641,1021_TIE_ANG_XX,A,67.71,N,57.6,D,60.5
1647,1021_IOM_ANG_XX,A,53.38,A:N,34.5:53.5,A,52.8
1653,1021_IWW_ANG_XX,A,59.67,A,52.25,A,47.5
1671,1021_IWL_ANG_XX,A,63,N,81,A,56
1683,1021_DFA_ANG_XX,A,52,N,57.4,A,40.2
1695,1021_TSI_ANG_XX,A,57,N,65.2,A,41.75
1701,1021_WSI_ANG_XX,A,72.12,A,51.8,A,59.67
1712,1022_IEO_ANG_MD,A,68.17,A,64.22,A,64.43
1713,1022_IEO_ANG_HI,A,83,A,89.67,A,87.33
1723,1022_TIE_ANG_XX,A,56,A,72.56,A,60.86
1729,1022_IOM_ANG_XX,A,79.75,A,63.5,A,71.43
1737,1022_IWW_DIS_XX,A,63.33,D,68.25,D,82.88
1741,1022_TAI_ANG_XX,A,66,A,65,A,81.29
1747,1022_MTI_ANG_XX,A,73.2,A,77.29,A,52.8
1753,1022_IWL_ANG_XX,A,66.25,A,84.4,A,81.78
1755,1022_IWL_DIS_XX,A,76.8,D:F,79.67:63.00,A:D,54.67:79.33
1765,1022_DFA_ANG_XX,A,63.36,A,69,A,72.71
1777,1022_TSI_ANG_XX,A,71.71,A,58.17,A,70.83
1783,1022_WSI_ANG_XX,A,74.75,A,63.12,A,53.71
1794,1023_IEO_ANG_MD,A,74.75,A,59.14,A,48.62
1795,1023_IEO_ANG_HI,A,91.12,A,87.64,A,88.7
1805,1023_TIE_ANG_XX,A,70.75,A,76.56,A,72.3
1811,1023_IOM_ANG_XX,A,57.38,A,58,A,77.12
1825,1023_TAI_DIS_XX,A,53.75,D,61.5,D,64.33
1829,1023_MTI_ANG_XX,A,60.4,D,61.67,A,60.9
1835,1023_IWL_ANG_XX,A,53,A,59.86,A,78
1847,1023_DFA_ANG_XX,A,71.33,A,62.5,A,46.6
1865,1023_WSI_ANG_XX,A,83.57,A,56.43,A,52.33
1866,1023_WSI_FEA_XX,A,61.5,F,55.57,F,61.5
1877,1024_IEO_ANG_HI,A,72.5,A,73.78,A,71.14
1958,1025_IEO_ANG_MD,A,83.17,A,71.12,A,54.62
1959,1025_IEO_ANG_HI,A,92.88,A,83.22,A,84.67
1969,1025_TIE_ANG_XX,A,53.5,A,59.14,A:D,57.50:65.25
1975,1025_IOM_ANG_XX,A,75.33,A,84.56,A,87.4
1981,1025_IWW_ANG_XX,A,71.71,A,83.67,A,77.3
1999,1025_IWL_ANG_XX,A,50.5,A,70,A,60.44
2023,1025_TSI_ANG_XX,A,69.6,A,73.89,A,69.11
2029,1025_WSI_ANG_XX,A,55.25,A,64.4,A,74.45
2040,1026_IEO_ANG_MD,A,52.8,N,66,D,68
2041,1026_IEO_ANG_HI,A,59,A,62.2,A,69.22
2051,1026_TIE_ANG_XX,A,55,D,73.8,A,60.33
2052,1026_TIE_FEA_XX,A,74.57,F,84.88,F,77.43
2053,1026_TIE_DIS_XX,A,61.4,F,49.4,F,67
2057,1026_IOM_ANG_XX,A,71.5,N,67.25,A,57.11
2058,1026_IOM_FEA_XX,A,56.75,F,50,F,54.4
2063,1026_IWW_ANG_XX,A,59.2,N,50.25,D,51.75
2081,1026_IWL_ANG_XX,A,62.44,A,57,A,77.56
2093,1026_DFA_ANG_XX,A,76.67,A,71.83,A,66.78
2095,1026_DFA_DIS_XX,A,54.67,D,65.62,D,74.56
2105,1026_TSI_ANG_XX,A,74.8,F:N,72.00:52.67,A,52.38
2111,1026_WSI_ANG_XX,A,70.11,A,66.12,A,76.9
2113,1026_WSI_DIS_XX,A,64.5,D,72.44,D,64.67
2123,1027_IEO_ANG_HI,A,92.8,A,85.22,A,96
2133,1027_TIE_ANG_XX,A,79.7,A,71.12,A,74.44
2139,1027_IOM_ANG_XX,A,74,A,57.88,A,82.33
2145,1027_IWW_ANG_XX,A,78.14,A,38.17,A:D,74.50:87.75
2157,1027_MTI_ANG_XX,A,79.44,A,65.5,A,67.3
2163,1027_IWL_ANG_XX,A,69.38,A,69,A,82.17
2169,1027_ITH_ANG_XX,A,67.4,A,80.71,A,71
2175,1027_DFA_ANG_XX,A,68.17,A,71.5,A,85.73
2187,1027_TSI_ANG_XX,A,82.29,A,69.22,A,89.3
2191,1027_WSI_HAP_XX,A,64.5,H,68.33,H,68.11
2193,1027_WSI_ANG_XX,A,73.57,A,63.38,A,89.67
2194,1027_WSI_FEA_XX,A,50,A:D,38.33:75.67,A,22.4
2195,1027_WSI_DIS_XX,A,52.17,D,64,D,56.12
2205,1028_IEO_ANG_HI,A,83.75,A,87,A,89.33
2215,1028_TIE_ANG_XX,A,82.22,A,85.88,A,84.67
2221,1028_IOM_ANG_XX,A,71,A,73.38,A,79.67
2227,1028_IWW_ANG_XX,A,72.57,A,73,A,69
2239,1028_MTI_ANG_XX,A,69.2,A,73.78,A,79.75
2251,1028_ITH_ANG_XX,A,61,A,79.44,A,76.29
2257,1028_DFA_ANG_XX,A,67.8,A,78.4,A,81
2263,1028_ITS_ANG_XX,A,70.33,A,78.75,A,78
2269,1028_TSI_ANG_XX,A,68.71,A,88.9,A,66.2
2275,1028_WSI_ANG_XX,A,69.2,A,72.62,A,65.88
2280,1029_IEO_HAP_MD,A,57.33,H,79.55,H,74.6
2286,1029_IEO_ANG_MD,A,52.2,A,44.38,A,79.14
2287,1029_IEO_ANG_HI,A,96.8,A,89.9,A,92
2293,1029_IEO_DIS_HI,A,91.22,D,77,D,76.25
2297,1029_TIE_ANG_XX,A,76.89,A,73.5,A,87.1
2303,1029_IOM_ANG_XX,A,51.57,A,68.2,A,60.4
2315,1029_TAI_ANG_XX,A,80.62,A,55.57,A,71.11
2321,1029_MTI_ANG_XX,A,80.14,A,73.5,A,84.56
2327,1029_IWL_ANG_XX,A,83,A,77,A,78.4
2329,1029_IWL_DIS_XX,A,68.83,S,76.6,D,70.29
2333,1029_ITH_ANG_XX,A,69.62,A,55.56,A,81.12
2335,1029_ITH_DIS_XX,A,60.83,D,91,D,77.88
2339,1029_DFA_ANG_XX,A,65.67,A,53.29,A,74.5
2347,1029_ITS_DIS_XX,A,64.86,A,72.6,D,72.75
2351,1029_TSI_ANG_XX,A,64.12,A,55,A,71.89
2357,1029_WSI_ANG_XX,A,92.67,A,80.2,A,86.2
2359,1029_WSI_DIS_XX,A,65.43,D,86,A,66.5
2369,1030_IEO_ANG_HI,A,88.11,A,86.56,A,83.71
2379,1030_TIE_ANG_XX,A,51.5,A,68.8,D,74.33
2397,1030_TAI_ANG_XX,A,50,A,79.33,A,78.78
2409,1030_IWL_ANG_XX,A,71,A,58.67,A,65.33
2433,1030_TSI_ANG_XX,A,64.86,A,52.14,A,65.29
2439,1030_WSI_ANG_XX,A,55.86,A:D:N,51.67:75.67:66.33,A,63.5
2450,1031_IEO_ANG_MD,A,69.57,N,45,A,34.4
2451,1031_IEO_ANG_HI,A,90.57,A,83.62,A,69
2532,1032_IEO_ANG_MD,A,65.25,D,53.75,A,57.78
2533,1032_IEO_ANG_HI,A,72,A,48.33,A,67
2603,1032_WSI_ANG_XX,A,63.2,A,74.8,A,49.75
2614,1033_IEO_ANG_MD,A,60.57,D,68.2,A,59.12
2615,1033_IEO_ANG_HI,A,83.56,A,77.57,A,86.7
2625,1033_TIE_ANG_XX,A,80.89,A,61.89,A,89.2
2637,1033_IWW_ANG_XX,A,58.38,D,71.14,A:D,81.00:68.25
2655,1033_IWL_ANG_XX,A,68.17,D,58.5,A,55.12
2667,1033_DFA_ANG_XX,A,70,A,73.5,A,70.11
2673,1033_ITS_ANG_XX,A,72.33,A,53.2,A,82.89
2679,1033_TSI_ANG_XX,A,54.14,A,53.4,A,47
2685,1033_WSI_ANG_XX,A,66.75,A,65.57,A,86.67
2696,1034_IEO_ANG_MD,A,67.8,A:N,30.67:88.67,A,56
2697,1034_IEO_ANG_HI,A,75.57,A,75.38,A,75.33
2700,1034_IEO_FEA_HI,A,80.57,A,48,A,62.12
2707,1034_TIE_ANG_XX,A,57.83,F:N,75.33:47.00,A,22.2
2773,1035_IEO_HAP_HI,A,54.5,H,71.57,H,62.75
2778,1035_IEO_ANG_MD,A,63.6,A,55.5,A,81.43
2779,1035_IEO_ANG_HI,A,70.25,A,65.4,A,70.6
2782,1035_IEO_FEA_HI,A,82,F,51.62,F,63.14
2784,1035_IEO_DIS_MD,A,54.5,D,75.7,D,78.5
2789,1035_TIE_ANG_XX,A,71.86,A,53.4,A,71.67
2790,1035_TIE_FEA_XX,A,73.86,F,45.33,A,60.71
2795,1035_IOM_ANG_XX,A,73.43,A:D,30:81,A,76
2801,1035_IWW_ANG_XX,A,69,A,36.75,A,76.14
2807,1035_TAI_ANG_XX,A,72.56,A,56.5,A,77.86
2849,1035_WSI_ANG_XX,A,74.09,A,80,A,84.44
2860,1036_IEO_ANG_MD,A,66.9,A,56.86,A,71.78
2861,1036_IEO_ANG_HI,A,81.29,A,81,A,84.33
2867,1036_IEO_DIS_HI,A,78.83,S,79.2,D,71.5
2873,1036_TIE_DIS_XX,A,51.67,D:S,57.50:57.25,D,63.29
2881,1036_IWW_HAP_XX,A,53.4,A,46.75,H,46.6
2883,1036_IWW_ANG_XX,A,74,A,86,A,81.83
2889,1036_TAI_ANG_XX,A,73.22,A,84.22,A,78.11
2901,1036_IWL_ANG_XX,A,85.67,A,70.83,A,71.1
2913,1036_DFA_ANG_XX,A,77.7,A,79.62,A,76.8
2915,1036_DFA_DIS_XX,A,56.14,D,68.6,D,51.33
2919,1036_ITS_ANG_XX,A,65.33,A,80.12,A,69.5
2929,1036_WSI_HAP_XX,A,71.33,H,57.6,A,84.25
2931,1036_WSI_ANG_XX,A,85,A,88.6,A,75.22
2943,1037_IEO_ANG_HI,A,78.33,A,88,A,88.56
2953,1037_TIE_ANG_XX,A,82.67,A,81,A,82.8
2959,1037_IOM_ANG_XX,A,77.67,A,83,A,77.44
2965,1037_IWW_ANG_XX,A,82.5,A,86.25,A,75.57
2971,1037_TAI_ANG_XX,A,77.86,A,70.33,A,78.2
2995,1037_DFA_ANG_XX,A,53.17,A,82.5,A,66
3013,1037_WSI_ANG_XX,A,52,A,88.14,A,66
3023,1038_IEO_ANG_LO,A,53,D,30.25,A,29.4
3024,1038_IEO_ANG_MD,A,69.17,D:F:H:N,85.0:35.5:28.5:35.5,A,62.2
3025,1038_IEO_ANG_HI,A,86.57,A,77.71,A,89
3053,1038_TAI_ANG_XX,A,74.6,A,71.86,A,71.5
3083,1038_ITS_ANG_XX,A,77.8,A,79.14,A,72.62
3089,1038_TSI_ANG_XX,A,67.2,D,72.2,A,64.29
3096,1038_WSI_FEA_XX,A,54.17,F,42.33,D,56
3107,1039_IEO_ANG_HI,A,73,A,76.22,A,87
3113,1039_IEO_DIS_HI,A,53,D,79.6,D,54.83
3117,1039_TIE_ANG_XX,A,85.88,A,76.8,A,78.11
3123,1039_IOM_ANG_XX,A,75.11,A,68,A,90.8
3129,1039_IWW_ANG_XX,A,81.1,A,81.5,A,83.62
3135,1039_TAI_ANG_XX,A,67.86,A,65.71,A,80.62
3147,1039_IWL_ANG_XX,A,64.83,A,74.25,A,68.11
3153,1039_ITH_ANG_XX,A,89.22,A,70.36,A,74.88
3159,1039_DFA_ANG_XX,A,61.11,A,80.9,A,71.33
3171,1039_TSI_ANG_XX,A,58.75,A,69.67,A,84.78
3177,1039_WSI_ANG_XX,A,82.75,A,78.71,A,78.22
3189,1040_IEO_ANG_HI,A,86.2,A,76.7,A,89.7
3229,1040_IWL_ANG_XX,A,57.17,N,56.75,A,41.2
3259,1040_WSI_ANG_XX,A,57.75,D,69.25,A,65.67
3271,1041_IEO_ANG_HI,A,73.44,A,71.12,A,61.75
3281,1041_TIE_ANG_XX,A,58.09,A,76.38,A,67.44
3293,1041_IWW_ANG_XX,A,79.89,A,81.6,A,85.25
3299,1041_TAI_ANG_XX,A,67.71,A,72.38,A,74.8
3305,1041_MTI_ANG_XX,A,79.17,A,56.57,A,78.29
3311,1041_IWL_ANG_XX,A,73,A,72,A,76.89
3317,1041_ITH_ANG_XX,A,63,A,80.5,A,78.88
3323,1041_DFA_ANG_XX,A,59.67,A,83.44,A,79.8
3329,1041_ITS_ANG_XX,A,74.5,A,73.33,A,82.75
3335,1041_TSI_ANG_XX,A,66,A,72.62,A,77
3341,1041_WSI_ANG_XX,A,77.67,A,73.3,A,71.78
3353,1042_IEO_ANG_HI,A,82.75,A,77.1,A,84.6
3363,1042_TIE_ANG_XX,A,68.43,D,52.2,D,56.5
3369,1042_IOM_ANG_XX,A,52.38,A:D,72.25:71.75,A,64.44
3375,1042_IWW_ANG_XX,A,60.45,D,54,A,78.71
3394,1042_IWL_FEA_XX,A,59.67,A:F,53.00:44.67,D:N,62.67:61.33
3399,1042_ITH_ANG_XX,A,69.5,A,71.5,A:D,37.4:61.2
3405,1042_DFA_ANG_XX,A,68.4,D,63.83,D,66
3421,1042_WSI_HAP_XX,A,52.75,H:N,42.75:81.25,H,47.6
3423,1042_WSI_ANG_XX,A,52.33,A,60.71,A,58.78
3435,1043_IEO_ANG_HI,A,83.33,A,75.5,A,65.8
3445,1043_TIE_ANG_XX,A,55.71,A,87.5,A,55.33
3451,1043_IOM_ANG_XX,A,51,A:D,50:72,D,63
3469,1043_MTI_ANG_XX,A,54.4,D,54.4,A,62.29
3475,1043_IWL_ANG_XX,A,70.14,H,43.67,A,52
3505,1043_WSI_ANG_XX,A,65.67,A,49.75,A,52
3515,1044_IEO_ANG_LO,A,63.5,A,45.25,A,54.89
3516,1044_IEO_ANG_MD,A,54.8,A,74.33,A,80.75
3517,1044_IEO_ANG_HI,A,92.62,A,93.5,A,85.5
3522,1044_IEO_DIS_MD,A,74,A,83.2,A,61.25
3529,1044_TIE_DIS_XX,A,73,S,74.6,S,54
3545,1044_TAI_ANG_XX,A,55,A,72.78,A,69.29
3559,1044_IWL_DIS_XX,A,73.33,F,54.5,A,53.17
3563,1044_ITH_ANG_XX,A,51.25,A,73,A,61
3569,1044_DFA_ANG_XX,A,66.78,A,80.33,A,75.7
3571,1044_DFA_DIS_XX,A,66,F,75.8,D,58
3587,1044_WSI_ANG_XX,A,67.44,A,76.2,A,81.33
3589,1044_WSI_DIS_XX,A,53.43,F,40,A,54
3599,1045_IEO_ANG_HI,A,71.56,A,84.75,A,84.57
3681,1046_IEO_ANG_HI,A,61,A,54.14,A,74.7
3733,1046_DFA_ANG_XX,A,50,N,54.62,A,59.38
3751,1046_WSI_ANG_XX,A,56.5,N,63.4,A,62.5
3757,1047_IEO_HAP_HI,A,57.33,H,77,H,66.57
3763,1047_IEO_ANG_HI,A,79,A,87.83,A,70.12
3768,1047_IEO_DIS_MD,A,66.6,F,65.33,F,59.71
3771,1047_TIE_HAP_XX,A,86.25,H,86.89,H,77
3773,1047_TIE_ANG_XX,A,70.1,A,60.4,A,77
3774,1047_TIE_FEA_XX,A,51.33,F,70,F,70.4
3779,1047_IOM_ANG_XX,A,65.78,F,78.6,A,80.5
3797,1047_MTI_ANG_XX,A,52.75,A,42.8,A,48.4
3809,1047_ITH_ANG_XX,A,67.4,F,59.7,A:F,52.50:75.25
3811,1047_ITH_DIS_XX,A,56,D,47.75,D,56
3815,1047_DFA_ANG_XX,A,62.25,A,69.75,A,64.5
3827,1047_TSI_ANG_XX,A,73,D,50.17,A,76.43
